,Rangking,Title,Artist,Date,Source Site,agency
7377,78,주저하는 연인들을 위해,잔나비,5-31,Bugs Music,페포니 뮤직
7378,79,밤편지,아이유,5-31,Bugs Music,EDAM엔터테인먼트
7379,80,이제 나만 믿어요,임영웅,5-31,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
7380,81,bad guy,Billie Eilish,5-31,Bugs Music,인터스코프 레코드
7381,82,BUNGEE (Fall in Love),오마이걸,5-31,Bugs Music,WM엔터테인먼트
7382,83,Paris In The Rain,Lauv(라우브),5-31,Bugs Music,무소속
7383,84,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-31,Bugs Music,마크툽컴퍼니 (대표)
7384,85,Bungee,백현,5-31,Bugs Music,SM엔터테인먼트
7385,86,안녕,폴킴,5-31,Bugs Music,뉴런뮤직
7386,87,막걸리 한잔,영탁,5-31,Bugs Music,"뉴에라프로젝트, 밀라그로"
7387,88,ON,방탄소년단,5-31,Bugs Music,빅히트 엔터테인먼트
7388,89,깡,비,5-31,Bugs Music,"레인컴퍼니, 써브라임아티스트에이전시"
7389,90,Angel,유채훈,5-31,Bugs Music,무소속
7390,91,너를 만나,폴킴,5-31,Bugs Music,뉴런뮤직
7391,92,반만,진민호,5-31,Bugs Music,무소속
7392,93,Sour Candy,Lady GaGa,5-31,Bugs Music,무소속
7393,94,비밀정원,오마이걸,5-31,Bugs Music,WM엔터테인먼트
7394,95,Señorita,Shawn Mendes,5-31,Bugs Music,무소속
7395,96,바람이 되어,최성훈,5-31,Bugs Music,무소속
7396,97,comethru,Jeremy Zucker,5-31,Bugs Music,무소속
7397,98,"다시 난, 여기",백예린,5-31,Bugs Music,블루바이닐
7398,99,Rain On Me,Lady GaGa,5-31,Bugs Music,무소속
7399,100,해와 달처럼,데이식스,5-31,Bugs Music,JYP엔터테인먼트
7400,1,"너에게 난, 나에게 넌",미도와 파라솔,5-31,Genie Music,무소속
7401,2,사랑하게 될 줄 알았어,전미도,5-31,Genie Music,비스터스엔터테인먼트
7402,3,에잇 (Prod. & Feat. SUGA of BTS),아이유,5-31,Genie Music,EDAM엔터테인먼트
7403,4,아로하,조정석,5-31,Genie Music,잼엔터테인먼트
7404,5,살짝 설렜어 (Nonstop),오마이걸,5-31,Genie Music,WM엔터테인먼트
7405,6,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-31,Genie Music,쇼파르뮤직
7406,7,좋은 사람 있으면 소개시켜줘,조이,5-31,Genie Music,SM엔터테인먼트
7407,8,내 눈물 모아,휘인,5-31,Genie Music,RBW
7408,9,살아가는 거야,로이킴,5-31,Genie Music,스톤뮤직엔터테인먼트
7409,10,품,볼빨간사춘기,5-31,Genie Music,쇼파르뮤직
7410,11,화려하지 않은 고백,규현,5-31,Genie Music,SM엔터테인먼트
7411,12,Dolphin,오마이걸,5-31,Genie Music,WM엔터테인먼트
7412,13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-31,Genie Music,버스커 버스커
7413,14,Don't Start Now,Dua Lipa,5-31,Genie Music,무소속
7414,15,시작,가호 (Gaho),5-31,Genie Music,인넥스트트렌드
7415,16,취했나봐,황인욱,5-31,Genie Music,하우엔터테인먼트
7416,17,아무노래,지코 (ZICO),5-31,Genie Music,KQ엔터테인먼트
7417,18,Blueming,아이유,5-31,Genie Music,EDAM엔터테인먼트
7418,19,덤더럼 (Dumhdurum),에이핑크,5-31,Genie Music,플레이엠엔터테인먼트
7419,20,그대 고운 내사랑,어반자카파,5-31,Genie Music,메이크어스엔터테인먼트
7420,21,METEOR,창모,5-31,Genie Music,일리네어 레코즈
7421,22,처음처럼,엠씨더맥스,5-31,Genie Music,325E&C
7422,23,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-31,Genie Music,피네이션
7423,24,Happy,태연,5-31,Genie Music,SM엔터테인먼트
7424,25,Memories,Maroon 5,5-31,Genie Music,무소속
7425,26,Dance Monkey,Tones And I,5-31,Genie Music,무소속
7426,27,어떻게 지내 (Prod. by VAN.C),오반,5-31,Genie Music,무소속
7427,28,2002,Anne-Marie,5-31,Genie Music,무소속
7428,29,Candy,백현,5-31,Genie Music,SM엔터테인먼트
7429,30,돌덩이,하현우 (국카스텐),5-31,Genie Music,인터파크 엔터테인먼트
7430,31,늦은 밤 너의 집 앞 골목길에서,노을,5-31,Genie Music,씨제스엔터테인먼트
7431,32,WANNABE,ITZY,5-31,Genie Music,JYP엔터테인먼트
7432,33,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-31,Genie Music,무소속
7433,34,Zombie,데이식스,5-31,Genie Music,JYP엔터테인먼트
7434,35,Psycho,레드벨벳,5-31,Genie Music,SM엔터테인먼트
7435,36,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-31,Genie Music,마크툽컴퍼니 (대표)
7436,37,마음을 드려요,아이유,5-31,Genie Music,EDAM엔터테인먼트
7437,38,Stay Tonight,청하,5-31,Genie Music,MNH엔터테인먼트
7438,39,Maniac,Conan Gray,5-31,Genie Music,무소속
7439,40,우리 만남이,폴킴,5-31,Genie Music,뉴런뮤직
7440,41,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-31,Genie Music,뉴런뮤직
7441,42,Lonely Night,권진아,5-31,Genie Music,안테나
7442,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-31,Genie Music,YG 엔터테인먼트
7443,44,HIP,마마무,5-31,Genie Music,RBW
7444,45,ON,방탄소년단,5-31,Genie Music,빅히트 엔터테인먼트
7445,46,반만,진민호,5-31,Genie Music,무소속
7446,47,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-31,Genie Music,빅히트 엔터테인먼트
7447,48,그때 그 아인,김필,5-31,Genie Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7448,49,bad guy,Billie Eilish,5-31,Genie Music,인터스코프 레코드
7449,50,찐이야,영탁,5-31,Genie Music,"뉴에라프로젝트, 밀라그로"
7450,51,안녕,폴킴,5-31,Genie Music,뉴런뮤직
7451,52,여기 적어줘 (Feat. pH-1),청하,5-31,Genie Music,MNH엔터테인먼트
7452,53,시청 앞 지하철 역에서,곽진언,5-31,Genie Music,뮤직팜
7453,54,Painkiller,Ruel,5-31,Genie Music,무소속
7454,55,Paris In The Rain,Lauv,5-31,Genie Music,무소속
7455,56,Love poem,아이유,5-31,Genie Music,EDAM엔터테인먼트
7456,57,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-31,Genie Music,"뉴에라프로젝트, 밀라그로"
7457,58,우리 왜 헤어져야 해,신예영,5-31,Genie Music,셀러빗
7458,59,이제 나만 믿어요,임영웅,5-31,Genie Music,"뉴에라프로젝트, 물고기컴퍼니"
7459,60,봄 같던 그녀가 춥대 (Feat. 페노메코),MC몽 & 김재환,5-31,Genie Music,밀리언마켓
7460,61,문득,노을,5-31,Genie Music,씨제스엔터테인먼트
7461,62,Comethru,Jeremy Zucker,5-31,Genie Music,무소속
7462,63,To Die For,Sam Smith,5-31,Genie Music,무소속
7463,64,시든 꽃에 물을 주듯,박혜원,5-31,Genie Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
7464,65,FIESTA,아이즈원,5-31,Genie Music,오프더레코드엔터테인먼트
7465,66,조금 취했어 (Prod. by 2soo),임재현,5-31,Genie Music,정원수엔터테인먼트
7466,67,사랑이란 멜로는 없어,전상근,5-31,Genie Music,셀러빗
7467,68,사랑에 연습이 있었다면 (Prod. by 2soo),임재현,5-31,Genie Music,정원수엔터테인먼트
7468,69,Square (2017),백예린,5-31,Genie Music,블루바이닐
7469,70,All Falls Down (Feat. Noah Cyrus & Digital Farm Animals),Alan Walker,5-31,Genie Music,소니뮤직
7470,71,넌 언제나,제이레빗 (J Rabbit),5-31,Genie Music,friendz
7471,72,Senorita,Camila Cabello & Shawn Mendes,5-31,Genie Music,소니뮤직
7472,73,너를 만나,폴킴,5-31,Genie Music,뉴런뮤직
7473,74,노래방에서,장범준,5-31,Genie Music,버스커 버스커
7474,75,포장마차,황인욱,5-31,Genie Music,하우엔터테인먼트
7475,76,주라주라,둘째이모 김다비,5-31,Genie Music,미디어랩시소
7476,77,COUNTIN MY GUAP,창모,5-31,Genie Music,일리네어 레코즈
7477,78,사랑이 식었다고 말해도 돼,먼데이키즈,5-31,Genie Music,먼데이키즈 컴퍼니
7478,79,On My Way,Alan Walker & Sabrina Carpenter & Farruko,5-31,Genie Music,소니뮤직
7479,80,12 : 45 (Stripped),etham,5-31,Genie Music,무소속
7480,81,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-31,Genie Music,마크툽컴퍼니 (대표)
7481,82,안부,펀치 (Punch),5-31,Genie Music,냠냠 엔터테인먼트
7482,83,Birthday,Anne-Marie,5-31,Genie Music,무소속
7483,84,주저하는 연인들을 위해,잔나비,5-31,Genie Music,페포니 뮤직
7484,85,나쁜 놈,벤,5-31,Genie Music,메이저9
7485,86,LALALILALA,에이프릴,5-31,Genie Music,DSP미디어
7486,87,Oh my god,(여자)아이들,5-31,Genie Music,무소속
7487,88,막걸리 한잔,영탁,5-31,Genie Music,"뉴에라프로젝트, 밀라그로"
7488,89,사계 (Four Seasons),태연,5-31,Genie Music,SM엔터테인먼트
7489,90,다시 만날까 봐,V.O.S,5-31,Genie Music,무소속
7490,91,기억해줘요 내 모든 날과 그때를,거미,5-31,Genie Music,씨제스엔터테인먼트
7491,92,여행,볼빨간사춘기,5-31,Genie Music,쇼파르뮤직
7492,93,그대만이,장덕철,5-31,Genie Music,리메즈 엔터테인먼트
7493,94,Stuck With U,Ariana Grande & Justin Bieber,5-31,Genie Music,무소속
7494,95,"다시 난, 여기",백예린,5-31,Genie Music,블루바이닐
7495,96,니 소식,송하예,5-31,Genie Music,무소속
7496,97,밤편지,아이유,5-31,Genie Music,EDAM엔터테인먼트
7497,98,Fadeaway,Jvcki Wai & 쿠기 (Coogie) & 팔로알토 (Paloalto) & The Quiett & 뱃사공,5-31,Genie Music,무소속
7498,99,The Ocean (Feat. Shy Martin) (Radio Edit),Mike Perry,5-31,Genie Music,무소속
7499,100,Way Back Home,숀 (SHAUN),5-31,Genie Music,DCTOM엔터테인먼트
7500,1,사랑하게 될 줄 알았어,전미도,5-31,Melon Music,비스터스엔터테인먼트
7501,2,에잇(Prod.&Feat. SUGA of BTS),아이유,5-31,Melon Music,EDAM엔터테인먼트
7502,3,아로하,조정석,5-31,Melon Music,잼엔터테인먼트
7503,4,살짝 설렜어 (Nonstop),오마이걸,5-31,Melon Music,WM엔터테인먼트
7504,5,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,5-31,Melon Music,쇼파르뮤직
7505,6,좋은 사람 있으면 소개시켜줘,조이,5-31,Melon Music,SM엔터테인먼트
7506,7,화려하지 않은 고백,규현,5-31,Melon Music,SM엔터테인먼트
7507,8,시작,가호 (Gaho),5-31,Melon Music,인넥스트트렌드
7508,9,처음처럼,엠씨더맥스,5-31,Melon Music,325E&C
7509,10,"너에게 난, 나에게 넌",미도와 파라솔,5-31,Melon Music,무소속
7510,11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-31,Melon Music,버스커 버스커
7511,12,그대 고운 내사랑,어반자카파,5-31,Melon Music,메이크어스엔터테인먼트
7512,13,아무노래,지코 (ZICO),5-31,Melon Music,KQ엔터테인먼트
7513,14,덤더럼(Dumhdurum),에이핑크,5-31,Melon Music,플레이엠엔터테인먼트
7514,15,Candy,백현,5-31,Melon Music,SM엔터테인먼트
7515,16,ON,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7516,17,METEOR,창모,5-31,Melon Music,일리네어 레코즈
7517,18,Blueming,아이유,5-31,Melon Music,EDAM엔터테인먼트
7518,19,Dance Monkey,Tones And I,5-31,Melon Music,무소속
7519,20,Dolphin,오마이걸,5-31,Melon Music,WM엔터테인먼트
7520,21,내 눈물 모아,휘인,5-31,Melon Music,RBW
7521,22,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7522,23,Don't Start Now,Dua Lipa,5-31,Melon Music,무소속
7523,24,돌덩이,하현우 (국카스텐),5-31,Melon Music,인터파크 엔터테인먼트
7524,25,Happy,태연,5-31,Melon Music,SM엔터테인먼트
7525,26,그때 그 아인,김필,5-31,Melon Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7526,27,마음을 드려요,아이유,5-31,Melon Music,EDAM엔터테인먼트
7527,28,Memories,Maroon 5,5-31,Melon Music,무소속
7528,29,너를 사랑하고 있어,백현,5-31,Melon Music,SM엔터테인먼트
7529,30,늦은 밤 너의 집 앞 골목길에서,노을,5-31,Melon Music,씨제스엔터테인먼트
7530,31,2002,Anne-Marie,5-31,Melon Music,무소속
7531,32,어떻게 지내 (Prod. By VAN.C),오반,5-31,Melon Music,무소속
7532,33,Psycho,레드벨벳,5-31,Melon Music,SM엔터테인먼트
7533,34,우리 만남이,폴킴,5-31,Melon Music,뉴런뮤직
7534,35,WANNABE,ITZY,5-31,Melon Music,JYP엔터테인먼트
7535,36,반만,진민호,5-31,Melon Music,무소속
7536,37,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-31,Melon Music,마크툽컴퍼니 (대표)
7537,38,Lonely Night,권진아,5-31,Melon Music,안테나
7538,39,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-31,Melon Music,뉴런뮤직
7539,40,이제 나만 믿어요,임영웅,5-31,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
7540,41,Maniac,Conan Gray,5-31,Melon Music,무소속
7541,42,취했나봐,황인욱,5-31,Melon Music,하우엔터테인먼트
7542,43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-31,Melon Music,YG 엔터테인먼트
7543,44,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-31,Melon Music,무소속
7544,45,00:00 (Zero O’Clock),방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7545,46,우리 왜 헤어져야 해,신예영,5-31,Melon Music,셀러빗
7546,47,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-31,Melon Music,피네이션
7547,48,품,볼빨간사춘기,5-31,Melon Music,쇼파르뮤직
7548,49,FIESTA,아이즈원,5-31,Melon Music,오프더레코드엔터테인먼트
7549,50,Black Swan,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7550,51,안녕,폴킴,5-31,Melon Music,뉴런뮤직
7551,52,찐이야,영탁,5-31,Melon Music,"뉴에라프로젝트, 밀라그로"
7552,53,Love poem,아이유,5-31,Melon Music,EDAM엔터테인먼트
7553,54,HIP,마마무,5-31,Melon Music,RBW
7554,55,Paris In The Rain,Lauv,5-31,Melon Music,무소속
7555,56,친구,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7556,57,Stuck with U,Ariana Grande,5-31,Melon Music,무소속
7557,58,Stay Tonight,청하,5-31,Melon Music,MNH엔터테인먼트
7558,59,Bungee,백현,5-31,Melon Music,SM엔터테인먼트
7559,60,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-31,Melon Music,마크툽컴퍼니 (대표)
7560,61,To Die For,Sam Smith,5-31,Melon Music,무소속
7561,62,너에게 가는 이 길 위에서 (너.이.길),백현,5-31,Melon Music,SM엔터테인먼트
7562,63,bad guy,Billie Eilish,5-31,Melon Music,인터스코프 레코드
7563,64,Love Again,백현,5-31,Melon Music,SM엔터테인먼트
7564,65,어느 60대 노부부이야기,임영웅,5-31,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
7565,66,Filter,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7566,67,살아가는 거야,로이킴,5-31,Melon Music,스톤뮤직엔터테인먼트
7567,68,Moon,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7568,69,봄날,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7569,70,시차,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7570,71,시청 앞 지하철 역에서,곽진언,5-31,Melon Music,뮤직팜
7571,72,Painkiller,Ruel,5-31,Melon Music,무소속
7572,73,넌 언제나,제이레빗(J Rabbit),5-31,Melon Music,friendz
7573,74,깡,비,5-31,Melon Music,"레인컴퍼니, 써브라임아티스트에이전시"
7574,75,Inner Child,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7575,76,We are Bulletproof : the Eternal,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7576,77,너를 만나,폴킴,5-31,Melon Music,뉴런뮤직
7577,78,바램,임영웅,5-31,Melon Music,"뉴에라프로젝트, 물고기컴퍼니"
7578,79,시든 꽃에 물을 주듯,박혜원,5-31,Melon Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
7579,80,조금 취했어 (Prod. 2soo),임재현,5-31,Melon Music,정원수엔터테인먼트
7580,81,여기 적어줘 (Feat. pH-1),청하,5-31,Melon Music,MNH엔터테인먼트
7581,82,Birthday,Anne-Marie,5-31,Melon Music,무소속
7582,83,"다시 난, 여기",백예린,5-31,Melon Music,블루바이닐
7583,84,사랑이란 멜로는 없어,전상근,5-31,Melon Music,셀러빗
7584,85,Underwater,백현,5-31,Melon Music,SM엔터테인먼트
7585,86,Obsession,EXO,5-31,Melon Music,SM엔터테인먼트
7586,87,Louder than bombs,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7587,88,Poppin',백현,5-31,Melon Music,SM엔터테인먼트
7588,89,욱 (UGH!),방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7589,90,영웅 (英雄; Kick It),NCT 127,5-31,Melon Music,SM엔터테인먼트
7590,91,Square (2017),백예린,5-31,Melon Music,블루바이닐
7591,92,포장마차,황인욱,5-31,Melon Music,하우엔터테인먼트
7592,93,Interlude : Shadow,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7593,94,R U Ridin'?,백현,5-31,Melon Music,SM엔터테인먼트
7594,95,12:45 (Stripped),Etham,5-31,Melon Music,무소속
7595,96,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-31,Melon Music,"뉴에라프로젝트, 밀라그로"
7596,97,Outro : Ego,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7597,98,"Yours (Feat. 이하이, 창모)",Raiden,5-31,Melon Music,SM엔터테인먼트
7598,99,"사랑, 하자",수호 (SUHO),5-31,Melon Music,SM엔터테인먼트
7599,100,Respect,방탄소년단,5-31,Melon Music,빅히트 엔터테인먼트
7600,1,아로하,조정석,5-31,Naver Vibe,잼엔터테인먼트
7601,2,사랑하게 될 줄 알았어,전미도,5-31,Naver Vibe,비스터스엔터테인먼트
7602,3,에잇(Prod.&Feat. SUGA of BTS),아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7603,4,살짝 설렜어 (Nonstop),오마이걸,5-31,Naver Vibe,WM엔터테인먼트
7604,5,좋은 사람 있으면 소개시켜줘,조이,5-31,Naver Vibe,SM엔터테인먼트
7605,6,화려하지 않은 고백,규현,5-31,Naver Vibe,SM엔터테인먼트
7606,7,Dolphin,오마이걸,5-31,Naver Vibe,WM엔터테인먼트
7607,8,그대 고운 내사랑,어반자카파,5-31,Naver Vibe,메이크어스엔터테인먼트
7608,9,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-31,Naver Vibe,쇼파르뮤직
7609,10,아무노래,지코 (ZICO),5-31,Naver Vibe,KQ엔터테인먼트
7610,11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-31,Naver Vibe,버스커 버스커
7611,12,Lonely Night,권진아,5-31,Naver Vibe,안테나
7612,13,Blueming,아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7613,14,내 눈물 모아,휘인,5-31,Naver Vibe,RBW
7614,15,덤더럼(Dumhdurum),에이핑크,5-31,Naver Vibe,플레이엠엔터테인먼트
7615,16,시작,가호 (Gaho),5-31,Naver Vibe,인넥스트트렌드
7616,17,시청 앞 지하철 역에서,곽진언,5-31,Naver Vibe,뮤직팜
7617,18,Don't Start Now,Dua Lipa,5-31,Naver Vibe,무소속
7618,19,WANNABE,ITZY,5-31,Naver Vibe,JYP엔터테인먼트
7619,20,Psycho,레드벨벳,5-31,Naver Vibe,SM엔터테인먼트
7620,21,METEOR,창모,5-31,Naver Vibe,일리네어 레코즈
7621,22,넌 언제나,제이레빗(J Rabbit),5-31,Naver Vibe,friendz
7622,23,Memories,Maroon 5,5-31,Naver Vibe,무소속
7623,24,"너에게 난, 나에게 넌",미도와 파라솔,5-31,Naver Vibe,무소속
7624,25,Happy,태연,5-31,Naver Vibe,SM엔터테인먼트
7625,26,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-31,Naver Vibe,YG 엔터테인먼트
7626,27,처음처럼,엠씨더맥스,5-31,Naver Vibe,325E&C
7627,28,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-31,Naver Vibe,무소속
7628,29,2002,Anne-Marie,5-31,Naver Vibe,무소속
7629,30,돌덩이,하현우 (국카스텐),5-31,Naver Vibe,인터파크 엔터테인먼트
7630,31,FIESTA,아이즈원,5-31,Naver Vibe,오프더레코드엔터테인먼트
7631,32,LALALILALA,에이프릴,5-31,Naver Vibe,DSP미디어
7632,33,늦은 밤 너의 집 앞 골목길에서,노을,5-31,Naver Vibe,씨제스엔터테인먼트
7633,34,ON,방탄소년단,5-31,Naver Vibe,빅히트 엔터테인먼트
7634,35,Paris In The Rain,Lauv,5-31,Naver Vibe,무소속
7635,36,Love poem,아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7636,37,Dance Monkey,Tones And I,5-31,Naver Vibe,무소속
7637,38,Punch,NCT 127,5-31,Naver Vibe,SM엔터테인먼트
7638,39,영웅 (英雄; Kick It),NCT 127,5-31,Naver Vibe,SM엔터테인먼트
7639,40,마음을 드려요,아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7640,41,Rain On Me,Lady Gaga,5-31,Naver Vibe,무소속
7641,42,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-31,Naver Vibe,피네이션
7642,43,바람이 부네요,이소라,5-31,Naver Vibe,무소속
7643,44,HIP,마마무,5-31,Naver Vibe,RBW
7644,45,품,볼빨간사춘기,5-31,Naver Vibe,쇼파르뮤직
7645,46,그때 그 아인,김필,5-31,Naver Vibe,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
7646,47,Stay Tonight,청하,5-31,Naver Vibe,MNH엔터테인먼트
7647,48,Candy,백현,5-31,Naver Vibe,SM엔터테인먼트
7648,49,너를 만나,폴킴,5-31,Naver Vibe,뉴런뮤직
7649,50,Square (2017),백예린,5-31,Naver Vibe,블루바이닐
7650,51,To Die For,Sam Smith,5-31,Naver Vibe,무소속
7651,52,bad guy,Billie Eilish,5-31,Naver Vibe,인터스코프 레코드
7652,53,사계 (Four Seasons),태연,5-31,Naver Vibe,SM엔터테인먼트
7653,54,Birthday,Anne-Marie,5-31,Naver Vibe,무소속
7654,55,Juice,Lizzo,5-31,Naver Vibe,무소속
7655,56,밤편지,아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7656,57,찐이야,영탁,5-31,Naver Vibe,"뉴에라프로젝트, 밀라그로"
7657,58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-31,Naver Vibe,뉴런뮤직
7658,59,Stuck with U,Ariana Grande,5-31,Naver Vibe,무소속
7659,60,오늘도 빛나는 너에게 (To You My Light) (Feat. 이라온),마크툽,5-31,Naver Vibe,마크툽컴퍼니 (대표)
7660,61,Oh my god,(여자)아이들,5-31,Naver Vibe,무소속
7661,62,캐논 (Canon) (Drama Ver.),미도와 파라솔,5-31,Naver Vibe,무소속
7662,63,시든 꽃에 물을 주듯,박혜원,5-31,Naver Vibe,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
7663,64,Say So,Doja Cat,5-31,Naver Vibe,RCA
7664,65,NonStop,NCT 127,5-31,Naver Vibe,SM엔터테인먼트
7665,66,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-31,Naver Vibe,빅히트 엔터테인먼트
7666,67,주라주라,둘째이모 김다비,5-31,Naver Vibe,미디어랩시소
7667,68,어떻게 지내 (Prod. By VAN.C),오반,5-31,Naver Vibe,무소속
7668,69,주저하는 연인들을 위해,잔나비,5-31,Naver Vibe,페포니 뮤직
7669,70,사랑이란 멜로는 없어,전상근,5-31,Naver Vibe,셀러빗
7670,71,이제 나만 믿어요,임영웅,5-31,Naver Vibe,"뉴에라프로젝트, 물고기컴퍼니"
7671,72,Together,Sia,5-31,Naver Vibe,무소속
7672,73,Feel Special,TWICE,5-31,Naver Vibe,JYP엔터테인먼트
7673,74,Take Yourself Home,Troye Sivan,5-31,Naver Vibe,EMI Music Austrailia
7674,75,I'm in Trouble,뉴이스트,5-31,Naver Vibe,플레디스
7675,76,Ridin',NCT DREAM,5-31,Naver Vibe,SM엔터테인먼트
7676,77,막걸리 한잔,영탁,5-31,Naver Vibe,"뉴에라프로젝트, 밀라그로"
7677,78,안녕,폴킴,5-31,Naver Vibe,뉴런뮤직
7678,79,너의 하루 (Make Your Day),NCT 127,5-31,Naver Vibe,SM엔터테인먼트
7679,80,사랑하게 될 줄 알았어,신효범,5-31,Naver Vibe,무소속
7680,81,Señorita,Shawn Mendes,5-31,Naver Vibe,무소속
7681,82,살아가는 거야,로이킴,5-31,Naver Vibe,스톤뮤직엔터테인먼트
7682,83,나의 오랜 연인에게,다비치,5-31,Naver Vibe,스톤뮤직엔터테인먼트
7683,84,우리 만남이,폴킴,5-31,Naver Vibe,뉴런뮤직
7684,85,사노라면,우효(Oohyo),5-31,Naver Vibe,문화인
7685,86,시간의 바깥,아이유,5-31,Naver Vibe,EDAM엔터테인먼트
7686,87,17,Pink Sweat$,5-31,Naver Vibe,무소속
7687,88,포장마차,황인욱,5-31,Naver Vibe,하우엔터테인먼트
7688,89,Zombie,데이식스,5-31,Naver Vibe,JYP엔터테인먼트
7689,90,너에게 못했던 내 마지막 말은,다비치,5-31,Naver Vibe,스톤뮤직엔터테인먼트
7690,91,조금 취했어 (Prod. 2soo),임재현,5-31,Naver Vibe,정원수엔터테인먼트
7691,92,Bungee,백현,5-31,Naver Vibe,SM엔터테인먼트
7692,93,봄날,방탄소년단,5-31,Naver Vibe,빅히트 엔터테인먼트
7693,94,니 소식,송하예,5-31,Naver Vibe,무소속
7694,95,비가 내리는 날에는,윤하,5-31,Naver Vibe,C9엔터테인먼트
7695,96,I Don't Care,Ed Sheeran,5-31,Naver Vibe,무소속
7696,97,Physical (Feat. 화사),Dua Lipa,5-31,Naver Vibe,무소속
7697,98,취했나봐,황인욱,5-31,Naver Vibe,하우엔터테인먼트
7698,99,Love me or Leave me,데이식스,5-31,Naver Vibe,JYP엔터테인먼트
7699,100,And we go,성시경,5-31,Naver Vibe,무소속
7700,1,깡 GANG,Rain,5-31,Youtube Music,"레인컴퍼니, 써브라임아티스트에이전시"
7701,2,대취타(Daechwita),Agust D(SUGA of BTS),5-31,Youtube Music,무소속
7702,3,Nonstop (살짝 설렜어),오마이걸,5-31,Youtube Music,WM엔터테인먼트
7703,4,eight (에잇) (feat. Agust D(SUGA of BTS)),아이유,5-31,Youtube Music,EDAM엔터테인먼트
7704,5,사랑하게 될 줄 알았어,전미도,5-31,Youtube Music,비스터스엔터테인먼트
7705,6,아로하 (Aloha),조정석,5-31,Youtube Music,무소속
7706,7,WANNABE,ITZY,5-31,Youtube Music,JYP엔터테인먼트
7707,8,Candy,백현,5-31,Youtube Music,SM엔터테인먼트
7708,9,돌덩이,하현우,5-31,Youtube Music,인터파크 엔터테인먼트
