,Rangking,Title,Artist,Date,Source Site,agency
3030,31,아무노래,ZICO,5-24,Apple Music,KQ엔터테인먼트
3031,32,Memories,Maroon 5,5-24,Apple Music,무소속
3032,33,Happy,태연,5-24,Apple Music,SM엔터테인먼트
3033,34,Say So (feat. Nicki Minaj),Doja Cat,5-24,Apple Music,RCA
3034,35,Maniac,Conan Gray,5-24,Apple Music,무소속
3035,36,좋은 사람 있으면 소개시켜줘,조이,5-24,Apple Music,SM엔터테인먼트
3036,37,METEOR,창모,5-24,Apple Music,일리네어 레코즈
3037,38,If the World Was Ending (feat. Julia Michaels),JP Saxe & Julia Michaels,5-24,Apple Music,무소속
3038,39,Stay Tonight,청하,5-24,Apple Music,MNH엔터테인먼트
3039,40,To Die For,Sam Smith,5-24,Apple Music,무소속
3040,41,Square (2017),백예린,5-24,Apple Music,블루바이닐
3041,42,Circles,Post Malone,5-24,Apple Music,무소속
3042,43,화려하지 않은 고백,규현,5-24,Apple Music,SM엔터테인먼트
3043,44,bad guy,Billie Eilish,5-24,Apple Music,인터스코프 레코드
3044,45,Psycho,레드벨벳,5-24,Apple Music,SM엔터테인먼트
3045,46,ON,방탄소년단,5-24,Apple Music,빅히트 엔터테인먼트
3046,47,death bed (feat. beabadoobee) [coffee for your head],Powfu,5-24,Apple Music,무소속
3047,48,Oh My God,(여자)아이들,5-24,Apple Music,무소속
3048,49,Physical,Dua Lipa,5-24,Apple Music,무소속
3049,50,시작,가호,5-24,Apple Music,인넥스트트렌드
3050,51,everything i wanted,Billie Eilish,5-24,Apple Music,인터스코프 레코드
3051,52,Can't You See Me?,TOMORROW X TOGETHER,5-24,Apple Music,빅히트 엔터테인먼트
3052,53,Painkiller,Ruel,5-24,Apple Music,무소속
3053,54,Daisies,Katy Perry,5-24,Apple Music,무소속
3054,55,영웅 (英雄; Kick It),NCT 127,5-24,Apple Music,SM엔터테인먼트
3055,56,Supalonely (feat. Gus Dapperton),BENEE,5-24,Apple Music,무소속
3056,57,Watermelon Sugar,Harry Styles,5-24,Apple Music,콜롬비아레코드
3057,58,Know Your Worth,Khalid & Disclosure,5-24,Apple Music,무소속
3058,59,Sunday Best,Surfaces,5-24,Apple Music,무소속
3059,60,FIESTA,아이즈원,5-24,Apple Music,무소속
3060,61,Birthday,Anne-Marie,5-24,Apple Music,무소속
3061,62,그대 고운 내사랑,어반자카파,5-24,Apple Music,메이크어스엔터테인먼트
3062,63,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,5-24,Apple Music,YG 엔터테인먼트
3063,64,"Together (From the Motion Picture ""Music"")",Sia,5-24,Apple Music,무소속
3064,65,2002,Anne-Marie,5-24,Apple Music,무소속
3065,66,Stupid Love,Lady Gaga,5-24,Apple Music,무소속
3066,67,작은 것들을 위한 시 (feat. Halsey),방탄소년단,5-24,Apple Music,빅히트 엔터테인먼트
3067,68,Juice,Lizzo,5-24,Apple Music,무소속
3068,69,Kings & Queens,Ava Max,5-24,Apple Music,무소속
3069,70,Lonely Night,권진아,5-24,Apple Music,안테나
3070,71,밤이 깊었네 (Drama Version),미도와 파라솔,5-24,Apple Music,무소속
3071,72,ROCKSTAR (feat. Roddy Ricch),DaBaby,5-24,Apple Music,무소속
3072,73,Adore You,Harry Styles,5-24,Apple Music,콜롬비아레코드
3073,74,ROXANNE,Arizona Zervas,5-24,Apple Music,무소속
3074,75,Toosie Slide,Drake,5-24,Apple Music,영머니엔터테인먼트
3075,76,시청 앞 지하철 역에서,곽진언,5-24,Apple Music,뮤직팜
3076,77,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,5-24,Apple Music,무소속
3077,78,Paris in the Rain,Lauv,5-24,Apple Music,무소속
3078,79,내 눈물 모아,휘인,5-24,Apple Music,RBW
3079,80,Closer (feat. Halsey),The Chainsmokers,5-24,Apple Music,무소속
3080,81,I'm Ready,Sam Smith & Demi Lovato,5-24,Apple Music,무소속
3081,82,Shape of You,Ed Sheeran,5-24,Apple Music,무소속
3082,83,Ridin',NCT DREAM,5-24,Apple Music,SM엔터테인먼트
3083,84,NonStop,NCT 127,5-24,Apple Music,SM엔터테인먼트
3084,85,Señorita,Shawn Mendes & Camila Cabello,5-24,Apple Music,무소속
3085,86,Falling,Harry Styles,5-24,Apple Music,콜롬비아레코드
3086,87,I Don't Care,Ed Sheeran & Justin Bieber,5-24,Apple Music,무소속
3087,88,돌덩이,하현우,5-24,Apple Music,인터파크 엔터테인먼트
3088,89,Love me or Leave me,데이식스,5-24,Apple Music,JYP엔터테인먼트
3089,90,Yummy,Justin Bieber,5-24,Apple Music,아일랜드레코드
3090,91,"모든 날, 모든 순간",폴킴,5-24,Apple Music,뉴런뮤직
3091,92,This City,Sam Fischer,5-24,Apple Music,무소속
3092,93,All the Way Up (K),박재범,5-24,Apple Music,AOMG
3093,94,In Your Eyes,The Weeknd,5-24,Apple Music,무소속
3094,95,Lose Somebody,Kygo & OneRepublic,5-24,Apple Music,무소속
3095,96,Changes,Lauv,5-24,Apple Music,무소속
3096,97,Boss Bitch,Doja Cat,5-24,Apple Music,RCA
3097,98,No Judgement,Niall Horan,5-24,Apple Music,콜롬비아레코드
3098,99,You should be sad,Halsey,5-24,Apple Music,무소속
3099,100,12:45 (Stripped),Etham,5-24,Apple Music,무소속
3100,1,사랑하게 될 줄 알았어,전미도,5-24,Bugs Music,비스터스엔터테인먼트
3101,2,에잇(Prod.&Feat. SUGA of BTS),아이유,5-24,Bugs Music,EDAM엔터테인먼트
3102,3,아로하,조정석,5-24,Bugs Music,잼엔터테인먼트
3103,4,살짝 설렜어 (Nonstop),오마이걸,5-24,Bugs Music,WM엔터테인먼트
3104,5,품,볼빨간사춘기,5-24,Bugs Music,쇼파르뮤직
3105,6,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-24,Bugs Music,피네이션
3106,7,Dolphin,오마이걸,5-24,Bugs Music,WM엔터테인먼트
3107,8,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-24,Bugs Music,무소속
3108,9,나비와 고양이 (feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-24,Bugs Music,쇼파르뮤직
3109,10,좋은 사람 있으면 소개시켜줘,조이,5-24,Bugs Music,SM엔터테인먼트
3110,11,화려하지 않은 고백,규현,5-24,Bugs Music,SM엔터테인먼트
3111,12,Happy,태연,5-24,Bugs Music,SM엔터테인먼트
3112,13,Zombie,데이식스,5-24,Bugs Music,JYP엔터테인먼트
3113,14,그대 고운 내사랑,어반자카파,5-24,Bugs Music,메이크어스엔터테인먼트
3114,15,사랑하게 될 줄 알았어,신효범,5-24,Bugs Music,무소속
3115,16,내 눈물 모아,휘인,5-24,Bugs Music,RBW
3116,17,LALALILALA,에이프릴,5-24,Bugs Music,DSP미디어
3117,18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-24,Bugs Music,버스커 버스커
3118,19,덤더럼(Dumhdurum),에이핑크,5-24,Bugs Music,플레이엠엔터테인먼트
3119,20,Blueming,아이유,5-24,Bugs Music,EDAM엔터테인먼트
3120,21,Stuck with U,Ariana Grande,5-24,Bugs Music,무소속
3121,22,시작,가호(Gaho),5-24,Bugs Music,인넥스트트렌드
3122,23,Lonely Night,권진아,5-24,Bugs Music,안테나
3123,24,WANNABE,ITZY,5-24,Bugs Music,JYP엔터테인먼트
3124,25,Stay Tonight,청하,5-24,Bugs Music,MNH엔터테인먼트
3125,26,시청 앞 지하철 역에서,곽진언,5-24,Bugs Music,뮤직팜
3126,27,Don't Start Now,Dua Lipa,5-24,Bugs Music,무소속
3127,28,아무노래,지코,5-24,Bugs Music,KQ엔터테인먼트
3128,29,Psycho,레드벨벳,5-24,Bugs Music,SM엔터테인먼트
3129,30,Memories,Maroon 5(마룬 파이브),5-24,Bugs Music,무소속
3130,31,Dance Monkey,Tones And I,5-24,Bugs Music,무소속
3131,32,METEOR,창모,5-24,Bugs Music,일리네어 레코즈
3132,33,My Love,거미,5-24,Bugs Music,씨제스엔터테인먼트
3133,34,I’m in Trouble,뉴이스트,5-24,Bugs Music,플레디스
3134,35,Love me or Leave me,데이식스,5-24,Bugs Music,JYP엔터테인먼트
3135,36,Juice,Lizzo,5-24,Bugs Music,무소속
3136,37,넌 언제나,제이레빗(J Rabbit),5-24,Bugs Music,friendz
3137,38,Maniac,Conan Gray,5-24,Bugs Music,무소속
3138,39,처음처럼,엠씨더맥스,5-24,Bugs Music,325E&C
3139,40,돌덩이,하현우(국카스텐),5-24,Bugs Music,인터파크 엔터테인먼트
3140,41,COUNTIN MY GUAP,창모,5-24,Bugs Music,일리네어 레코즈
3141,42,어떻게 지내 (Prod. By VAN.C),오반,5-24,Bugs Music,무소속
3142,43,Square (2017),백예린,5-24,Bugs Music,블루바이닐
3143,44,빈칸을 채워주시오,볼빨간사춘기,5-24,Bugs Music,쇼파르뮤직
3144,45,2002,Anne-Marie,5-24,Bugs Music,무소속
3145,46,마음을 드려요,아이유,5-24,Bugs Music,EDAM엔터테인먼트
3146,47,우리 만남이,폴킴,5-24,Bugs Music,뉴런뮤직
3147,48,찐이야,영탁,5-24,Bugs Music,"뉴에라프로젝트, 밀라그로"
3148,49,FIESTA,아이즈원,5-24,Bugs Music,오프더레코드엔터테인먼트
3149,50,그때 그 아인,김필,5-24,Bugs Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
3150,51,바람이 부네요,이소라,5-24,Bugs Music,무소속
3151,52,주라주라,둘째이모 김다비,5-24,Bugs Music,미디어랩시소
3152,53,Oh my god,(여자)아이들,5-24,Bugs Music,무소속
3153,54,12:45 (Stripped),Etham,5-24,Bugs Music,무소속
3154,55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-24,Bugs Music,뉴런뮤직
3155,56,To Die For,Sam Smith,5-24,Bugs Music,무소속
3156,57,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-24,Bugs Music,"뉴에라프로젝트, 밀라그로"
3157,58,늦은 밤 너의 집 앞 골목길에서,노을,5-24,Bugs Music,씨제스엔터테인먼트
3158,59,Say So,Doja Cat,5-24,Bugs Music,RCA
3159,60,Birthday,Anne-Marie,5-24,Bugs Music,무소속
3160,61,Painkiller,Ruel(루엘),5-24,Bugs Music,무소속
3161,62,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-24,Bugs Music,YG 엔터테인먼트
3162,63,Physical (feat. 화사),Dua Lipa,5-24,Bugs Music,무소속
3163,64,막걸리 한잔,영탁,5-24,Bugs Music,"뉴에라프로젝트, 밀라그로"
3164,65,이제 나만 믿어요,임영웅,5-24,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
3165,66,Love poem,아이유,5-24,Bugs Music,EDAM엔터테인먼트
3166,67,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-24,Bugs Music,마크툽컴퍼니 (대표)
3167,68,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-24,Bugs Music,마크툽컴퍼니 (대표)
3168,69,HIP,마마무,5-24,Bugs Music,RBW
3169,70,해와 달처럼,데이식스,5-24,Bugs Music,JYP엔터테인먼트
3170,71,Paris In The Rain,Lauv(라우브),5-24,Bugs Music,무소속
3171,72,밤편지,아이유,5-24,Bugs Music,EDAM엔터테인먼트
3172,73,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-24,Bugs Music,빅히트 엔터테인먼트
3173,74,Blinding Lights,The Weeknd,5-24,Bugs Music,무소속
3174,75,사계 (Four Seasons),태연,5-24,Bugs Music,SM엔터테인먼트
3175,76,주저하는 연인들을 위해,잔나비,5-24,Bugs Music,페포니 뮤직
3176,77,bad guy,Billie Eilish,5-24,Bugs Music,인터스코프 레코드
3177,78,안녕,폴킴,5-24,Bugs Music,뉴런뮤직
3178,79,BUNGEE (Fall in Love),오마이걸,5-24,Bugs Music,WM엔터테인먼트
3179,80,ON,방탄소년단,5-24,Bugs Music,빅히트 엔터테인먼트
3180,81,너를 만나,폴킴,5-24,Bugs Music,뉴런뮤직
3181,82,반만,진민호,5-24,Bugs Music,무소속
3182,83,친구에서 연인,스탠딩 에그(Standing Egg),5-24,Bugs Music,본엔터테인먼트
3183,84,"아무렇지 않게, 안녕",박혜원,5-24,Bugs Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
3184,85,Señorita,Shawn Mendes,5-24,Bugs Music,무소속
3185,86,비밀정원,오마이걸,5-24,Bugs Music,WM엔터테인먼트
3186,87,"다시 난, 여기",백예린,5-24,Bugs Music,블루바이닐
3187,88,깡,비,5-24,Bugs Music,"레인컴퍼니, 써브라임아티스트에이전시"
3188,89,캐논 (Canon) (Drama Ver.),미도와 파라솔,5-24,Bugs Music,무소속
3189,90,comethru,Jeremy Zucker,5-24,Bugs Music,무소속
3190,91,민들레,볼빨간사춘기,5-24,Bugs Music,쇼파르뮤직
3191,92,나쁜 놈,벤,5-24,Bugs Music,메이저9
3192,93,Punch,NCT 127,5-24,Bugs Music,SM엔터테인먼트
3193,94,아로하,쿨(COOL),5-24,Bugs Music,쿨컴퍼니
3194,95,어느 60대 노부부이야기,임영웅,5-24,Bugs Music,"뉴에라프로젝트, 물고기컴퍼니"
3195,96,돼버릴거야 (feat. 휘인 of 마마무) (Prod.기리보이),딘딘,5-24,Bugs Music,무소속
3196,97,시든 꽃에 물을 주듯,박혜원,5-24,Bugs Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
3197,98,사랑했던 날들,백지영,5-24,Bugs Music,무소속
3198,99,ROXANNE,Arizona Zervas,5-24,Bugs Music,무소속
3199,100,Know Me Too Well,New Hope Club,5-24,Bugs Music,무소속
3200,1,사랑하게 될 줄 알았어,전미도,5-24,Genie Music,비스터스엔터테인먼트
3201,2,에잇 (Prod. & Feat. SUGA of BTS),아이유,5-24,Genie Music,EDAM엔터테인먼트
3202,3,아로하,조정석,5-24,Genie Music,잼엔터테인먼트
3203,4,나비와 고양이 (Feat. 백현 (BAEKHYUN)),볼빨간사춘기,5-24,Genie Music,쇼파르뮤직
3204,5,살짝 설렜어 (Nonstop),오마이걸,5-24,Genie Music,WM엔터테인먼트
3205,6,자나깨나 (Feat. 조이 of Red Velvet),Crush,5-24,Genie Music,피네이션
3206,7,품,볼빨간사춘기,5-24,Genie Music,쇼파르뮤직
3207,8,좋은 사람 있으면 소개시켜줘,조이,5-24,Genie Music,SM엔터테인먼트
3208,9,COUNTIN MY GUAP,창모,5-24,Genie Music,일리네어 레코즈
3209,10,내 눈물 모아,휘인,5-24,Genie Music,RBW
3210,11,Dolphin,오마이걸,5-24,Genie Music,WM엔터테인먼트
3211,12,시작,가호 (Gaho),5-24,Genie Music,인넥스트트렌드
3212,13,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,5-24,Genie Music,버스커 버스커
3213,14,Happy,태연,5-24,Genie Music,SM엔터테인먼트
3214,15,Don't Start Now,Dua Lipa,5-24,Genie Music,무소속
3215,16,덤더럼 (Dumhdurum),에이핑크,5-24,Genie Music,플레이엠엔터테인먼트
3216,17,아무노래,지코 (ZICO),5-24,Genie Music,KQ엔터테인먼트
3217,18,Blueming,아이유,5-24,Genie Music,EDAM엔터테인먼트
3218,19,처음처럼,엠씨더맥스,5-24,Genie Music,325E&C
3219,20,METEOR,창모,5-24,Genie Music,일리네어 레코즈
3220,21,화려하지 않은 고백,규현,5-24,Genie Music,SM엔터테인먼트
3221,22,Zombie,데이식스,5-24,Genie Music,JYP엔터테인먼트
3222,23,Memories,Maroon 5,5-24,Genie Music,무소속
3223,24,그대 고운 내사랑,어반자카파,5-24,Genie Music,메이크어스엔터테인먼트
3224,25,Dance Monkey,Tones And I,5-24,Genie Music,무소속
3225,26,어떻게 지내 (Prod. by VAN.C),오반,5-24,Genie Music,무소속
3226,27,돌덩이,하현우 (국카스텐),5-24,Genie Music,인터파크 엔터테인먼트
3227,28,2002,Anne-Marie,5-24,Genie Music,무소속
3228,29,WANNABE,ITZY,5-24,Genie Music,JYP엔터테인먼트
3229,30,Stay Tonight,청하,5-24,Genie Music,MNH엔터테인먼트
3230,31,늦은 밤 너의 집 앞 골목길에서,노을,5-24,Genie Music,씨제스엔터테인먼트
3231,32,Psycho,레드벨벳,5-24,Genie Music,SM엔터테인먼트
3232,33,우리 만남이,폴킴,5-24,Genie Music,뉴런뮤직
3233,34,마음을 드려요,아이유,5-24,Genie Music,EDAM엔터테인먼트
3234,35,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽,5-24,Genie Music,마크툽컴퍼니 (대표)
3235,36,Maniac,Conan Gray,5-24,Genie Music,무소속
3236,37,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,5-24,Genie Music,뉴런뮤직
3237,38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",악동뮤지션,5-24,Genie Music,YG 엔터테인먼트
3238,39,반만,진민호,5-24,Genie Music,무소속
3239,40,ON,방탄소년단,5-24,Genie Music,빅히트 엔터테인먼트
3240,41,Punch,NCT 127,5-24,Genie Music,SM엔터테인먼트
3241,42,밤이 깊었네 (Drama Ver.),미도와 파라솔,5-24,Genie Music,무소속
3242,43,그때 그 아인,김필,5-24,Genie Music,"스톤뮤직엔터테인먼트, MMO 엔터테인먼트"
3243,44,HIP,마마무,5-24,Genie Music,RBW
3244,45,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,5-24,Genie Music,빅히트 엔터테인먼트
3245,46,안녕,폴킴,5-24,Genie Music,뉴런뮤직
3246,47,bad guy,Billie Eilish,5-24,Genie Music,인터스코프 레코드
3247,48,찐이야,영탁,5-24,Genie Music,"뉴에라프로젝트, 밀라그로"
3248,49,Painkiller,Ruel,5-24,Genie Music,무소속
3249,50,봄 같던 그녀가 춥대 (Feat. 페노메코),MC몽 & 김재환,5-24,Genie Music,밀리언마켓
3250,51,Lonely Night,권진아,5-24,Genie Music,안테나
3251,52,Love poem,아이유,5-24,Genie Music,EDAM엔터테인먼트
3252,53,우리 왜 헤어져야 해,신예영,5-24,Genie Music,셀러빗
3253,54,문득,노을,5-24,Genie Music,씨제스엔터테인먼트
3254,55,Paris In The Rain,Lauv,5-24,Genie Music,무소속
3255,56,이제 나만 믿어요,임영웅,5-24,Genie Music,"뉴에라프로젝트, 물고기컴퍼니"
3256,57,나쁜 놈,벤,5-24,Genie Music,메이저9
3257,58,My Love,거미,5-24,Genie Music,씨제스엔터테인먼트
3258,59,To Die For,Sam Smith,5-24,Genie Music,무소속
3259,60,시청 앞 지하철 역에서,곽진언,5-24,Genie Music,뮤직팜
3260,61,시든 꽃에 물을 주듯,박혜원,5-24,Genie Music,"비오디엔터테인먼트, 엔터테인먼트 뉴오더"
3261,62,너를 만나,폴킴,5-24,Genie Music,뉴런뮤직
3262,63,조금 취했어 (Prod. by 2soo),임재현,5-24,Genie Music,정원수엔터테인먼트
3263,64,니가 왜 거기서 나와 (Narr. 고은아),영탁,5-24,Genie Music,"뉴에라프로젝트, 밀라그로"
3264,65,Comethru,Jeremy Zucker,5-24,Genie Music,무소속
3265,66,FIESTA,아이즈원,5-24,Genie Music,오프더레코드엔터테인먼트
3266,67,사랑이란 멜로는 없어,전상근,5-24,Genie Music,셀러빗
3267,68,Square (2017),백예린,5-24,Genie Music,블루바이닐
3268,69,사랑에 연습이 있었다면 (Prod. by 2soo),임재현,5-24,Genie Music,정원수엔터테인먼트
3269,70,노래방에서,장범준,5-24,Genie Music,버스커 버스커
3270,71,Senorita,Camila Cabello & Shawn Mendes,5-24,Genie Music,소니뮤직
3271,72,All Falls Down (Feat. Noah Cyrus & Digital Farm Animals),Alan Walker,5-24,Genie Music,소니뮤직
3272,73,Oh my god,(여자)아이들,5-24,Genie Music,무소속
3273,74,LALALILALA,에이프릴,5-24,Genie Music,DSP미디어
3274,75,사랑이 식었다고 말해도 돼,먼데이키즈,5-24,Genie Music,먼데이키즈 컴퍼니
3275,76,그대만이,장덕철,5-24,Genie Music,리메즈 엔터테인먼트
3276,77,주저하는 연인들을 위해,잔나비,5-24,Genie Music,페포니 뮤직
3277,78,On My Way,Alan Walker & Sabrina Carpenter & Farruko,5-24,Genie Music,소니뮤직
3278,79,포장마차,황인욱,5-24,Genie Music,하우엔터테인먼트
3279,80,막걸리 한잔,영탁,5-24,Genie Music,"뉴에라프로젝트, 밀라그로"
3280,81,Birthday,Anne-Marie,5-24,Genie Music,무소속
3281,82,다시 만날까 봐,V.O.S,5-24,Genie Music,무소속
3282,83,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽,5-24,Genie Music,마크툽컴퍼니 (대표)
3283,84,넌 언제나,제이레빗 (J Rabbit),5-24,Genie Music,friendz
3284,85,Stuck With U,Ariana Grande & Justin Bieber,5-24,Genie Music,무소속
3285,86,빈칸을 채워주시오,볼빨간사춘기,5-24,Genie Music,쇼파르뮤직
3286,87,넌 내가 보고 싶지 않나 봐,신예영,5-24,Genie Music,셀러빗
3287,88,사계 (Four Seasons),태연,5-24,Genie Music,SM엔터테인먼트
